,station_ID,Date,Time,Day,Month,Year,TC,TdC,Hr,ddd,ffkmh,Precmm,Prechrs,Nt,Nh,HKm,Viskm
4111,63680,08/03/2021 15:00,15:00:00,8,3,2021,21,18.9,91,CAL,0,14.0/3h,3h,7,4,0.3,10
426,63680,08/03/2021 12:00,12:00:00,8,3,2021,22.3,18.9,74,E,14.8,0.5/6h,6h,8,5,0.3,8
435,63680,08/03/2021 09:00,09:00:00,8,3,2021,26,18.9,62,W,9.3,0.0/3h,3h,3,3,0.6,8
445,63680,08/03/2021 06:00,06:00:00,8,3,2021,21,18.9,83,WNW,7.4,0.0/24h,24h,2,2,0.3,5
455,63680,07/03/2021 12:00,12:00:00,7,3,2021,28.2,18.9,58,S,11.1,0.0/6h,6h,3,3,0.6,10
464,63680,07/03/2021 09:00,09:00:00,7,3,2021,27,18.9,62,S,7.4,0.0/3h,3h,3,3,0.6,10
473,63680,07/03/2021 06:00,06:00:00,7,3,2021,23.2,18.9,82,S,21.6,0.0/24h,24h,6,4,0.3,6
483,63680,05/03/2021 15:00,15:00:00,5,3,2021,26.5,18.9,63,SSE,7.4,0.0/3h,3h,5,2,0.6,10
493,63680,05/03/2021 12:00,12:00:00,5,3,2021,26.5,18.9,67,S,9.3,0.0/6h,6h,5,NA,0.6,10
503,63680,05/03/2021 09:00,09:00:00,5,3,2021,26.4,18.9,67,W,7.4,0.0/3h,3h,3,3,0.6,9
518,63680,05/03/2021 06:00,06:00:00,5,3,2021,21.8,18.9,89,CAL,0,0.0/24h,24h,7,4,0.3,5
523,63680,04/03/2021 12:00,12:00:00,4,3,2021,25.5,18.9,66,W,9.3,0.0/6h,6h,5,5,0.6,10
533,63680,04/03/2021 09:00,09:00:00,4,3,2021,26.2,18.9,62,S,5.6,0.0/3h,3h,4,4,0.6,8
543,63680,04/03/2021 06:00,06:00:00,4,3,2021,21.6,18.9,91,CAL,0,0.0/24h,24h,7,4,0.3,6
553,63680,03/03/2021 12:00,12:00:00,3,3,2021,29.4,18.9,49,SSE,7.4,0.0/6h,6h,4,4,0.6,10
563,63680,03/03/2021 09:00,09:00:00,3,3,2021,27,18.9,62,WSW,3.7,0.0/3h,3h,2,2,0.6,7
573,63680,03/03/2021 06:00,06:00:00,3,3,2021,22.5,18.9,87,S,3.7,0.0/24h,24h,7,4,0.3,5
582,63680,02/03/2021 15:00,15:00:00,2,3,2021,27.5,18.9,60,S,7.4,0.0/3h,3h,2,2,0.6,10
592,63680,01/03/2021 15:00,15:00:00,1,3,2021,27.5,18.9,58,CAL,0,0.0/3h,3h,2,2,0.6,10
601,63680,01/03/2021 12:00,12:00:00,1,3,2021,29,18.9,53,S,13,0.0/6h,6h,2,2,0.6,10
240,63680,28/02/2021 12:00,12:00:00,28,2,2021,28.5,18.9,56,E,7.4,0.0/6h,6h,4,4,0.6,7
330,63680,28/02/2021 09:00,09:00:00,28,2,2021,27.6,18.9,55,WNW,3.7,0.0/3h,3h,2,2,0.6,5
427,63680,28/02/2021 06:00,06:00:00,28,2,2021,21.8,18.9,86,CAL,0,0.0/24h,24h,4,0,2.5,3
519,63680,27/02/2021 15:00,15:00:00,27,2,2021,27,18.9,61,S,7.4,0.0/3h,3h,6,2,0.6,9
610,63680,27/02/2021 12:00,12:00:00,27,2,2021,29,18.9,46,CAL,0,0.0/6h,6h,4,4,0.6,6
710,63680,27/02/2021 09:00,09:00:00,27,2,2021,28,18.9,54,WNW,3.7,0.0/3h,3h,2,2,0.6,5
810,63680,27/02/2021 06:00,06:00:00,27,2,2021,21.6,18.9,83,CAL,0,0.0/24h,24h,0,0,NA,3
910,63680,25/02/2021 12:00,12:00:00,25,2,2021,23.2,18.9,78,CAL,0,0.0/6h,6h,7,5,0.3,7
1010,63680,24/02/2021 12:00,12:00:00,24,2,2021,27.4,18.9,51,NW,11.1,0.0/6h,6h,7,2,0.6,7
1110,63680,22/02/2021 12:00,12:00:00,22,2,2021,23.5,18.9,77,S,5.6,0.0/6h,6h,8,4,0.6,6
1210,63680,21/02/2021 15:00,15:00:00,21,2,2021,27,18.9,55,CAL,0,0.0/3h,3h,5,0,2.5,4
1310,63680,20/02/2021 12:00,12:00:00,20,2,2021,27,18.9,46,CAL,0,0.0/6h,6h,5,0,2.5,4
1410,63680,20/02/2021 09:00,09:00:00,20,2,2021,26,18.9,47,E,14.8,0.0/3h,3h,5,0,2.5,3
1510,63680,20/02/2021 06:00,06:00:00,20,2,2021,19.5,18.9,79,CAL,0,0.0/24h,24h,6,0,2.5,3
1610,63680,19/02/2021 15:00,15:00:00,19,2,2021,24.2,18.9,69,CAL,0,0.0/3h,3h,6,2,0.6,4
1710,63680,19/02/2021 09:00,09:00:00,19,2,2021,25,18.9,69,NW,11.1,0.0/3h,3h,4,4,0.6,7
1810,63680,19/02/2021 06:00,06:00:00,19,2,2021,20.5,18.9,91,NNE,14.4,8.0/24h,24h,6,4,0.3,5
1910,63680,17/02/2021 15:00,15:00:00,17,2,2021,26.2,18.9,62,SSE,7.4,0.0/3h,3h,2,2,0.6,10
2010,63680,17/02/2021 12:00,12:00:00,17,2,2021,28,18.9,53,SSE,7.4,0.0/6h,6h,2,2,0.6,10
2114,63680,17/02/2021 09:00,09:00:00,17,2,2021,27.5,18.9,61,S,3.7,0.0/3h,3h,2,2,0.6,9
2212,63680,16/02/2021 12:00,12:00:00,16,2,2021,26,18.9,67,S,13,0.0/6h,6h,2,2,0.6,10
2310,63680,15/02/2021 12:00,12:00:00,15,2,2021,28,18.9,58,SSE,14.8,0.0/6h,6h,4,4,0.6,10
2410,63680,15/02/2021 09:00,09:00:00,15,2,2021,27.8,18.9,57,S,7.4,0.0/3h,3h,2,2,0.6,9
2510,63680,15/02/2021 06:00,06:00:00,15,2,2021,22,18.9,87,CAL,0,0.0/24h,24h,6,2,0.3,3
269,63680,14/02/2021 12:00,12:00:00,14,2,2021,27.2,18.9,57,S,11.1,0.0/6h,6h,6,2,0.6,10
278,63680,14/02/2021 09:00,09:00:00,14,2,2021,26.2,18.9,68,SSE,7.4,0.0/3h,3h,7,3,0.6,9
288,63680,14/02/2021 06:00,06:00:00,14,2,2021,21.5,18.9,91,CAL,0,1.0/24h,24h,7,2,0.3,3
298,63680,13/02/2021 15:00,15:00:00,13,2,2021,23.6,18.9,75,CAL,0,0.0/3h,3h,7,4,0.3,8
308,63680,12/02/2021 12:00,12:00:00,12,2,2021,23.5,18.9,76,S,7.4,0.0/6h,6h,7,5,0.6,7
3113,63680,12/02/2021 06:00,06:00:00,12,2,2021,22,18.9,91,S,5.6,12.0/24h,24h,7,4,0.3,3
3210,63680,11/02/2021 15:00,15:00:00,11,2,2021,21.4,18.9,89,E,5.6,3.0/3h,3h,7,4,0.3,5
338,63680,11/02/2021 12:00,12:00:00,11,2,2021,24.5,18.9,76,CAL,0,0.0/6h,6h,4,4,0.6,4
347,63680,11/02/2021 06:00,06:00:00,11,2,2021,21,18.9,96,CAL,0,12.0/24h,24h,7,4,0.3,3
357,63680,08/02/2021 12:00,12:00:00,8,2,2021,28,18.9,29,N,13,0.0/6h,6h,9,0,2.5,6
367,63680,08/02/2021 09:00,09:00:00,8,2,2021,25,18.9,45,W,11.1,0.0/3h,3h,9,0,2.5,4
377,63680,08/02/2021 06:00,06:00:00,8,2,2021,21,18.9,69,NE,7.2,0.0/24h,24h,9,0,2.5,3
387,63680,07/02/2021 12:00,12:00:00,7,2,2021,27,18.9,41,WNW,5.6,0.0/6h,6h,7,0,2.5,5
397,63680,07/02/2021 09:00,09:00:00,7,2,2021,23.5,18.9,54,NE,5.6,0.0/3h,3h,6,0,2.5,4
406,63680,07/02/2021 06:00,06:00:00,7,2,2021,20.4,18.9,74,CAL,0,0.0/24h,24h,7,3,0.3,3
4112,63680,04/02/2021 12:00,12:00:00,4,2,2021,27.9,18.9,59,SSE,7.4,0.0/6h,6h,2,2,0.6,10
428,63680,04/02/2021 09:00,09:00:00,4,2,2021,26,18.9,70,E,5.6,0.0/3h,3h,2,2,0.6,10
436,63680,04/02/2021 06:00,06:00:00,4,2,2021,21.5,18.9,89,SSE,9.3,0.0/24h,24h,6,4,0.3,7
446,63680,03/02/2021 15:00,15:00:00,3,2,2021,25,18.9,69,SSE,7.4,0.0/3h,3h,4,4,0.6,10
456,63680,03/02/2021 12:00,12:00:00,3,2,2021,27.8,18.9,53,SSE,5.6,0.0/6h,6h,5,5,0.6,10
465,63680,03/02/2021 09:00,09:00:00,3,2,2021,28.5,18.9,58,SSE,7.4,0.0/3h,3h,4,4,0.6,9
474,63680,03/02/2021 06:00,06:00:00,3,2,2021,21.3,18.9,89,CAL,0,0.0/24h,24h,4,0,2.5,3
484,63680,01/02/2021 12:00,12:00:00,1,2,2021,29.1,18.9,46,SSE,7.4,0.0/6h,6h,2,2,0.6,10
250,63680,31/01/2021 09:00,09:00:00,31,1,2021,26.6,18.9,62,NW,7.4,0.0/3h,3h,4,4,0.6,8
339,63680,30/01/2021 15:00,15:00:00,30,1,2021,24.4,18.9,70,CAL,0,0.0/3h,3h,6,2,0.6,10
429,63680,27/01/2021 12:00,12:00:00,27,1,2021,28,18.9,58,SSE,9.3,0.0/6h,6h,3,3,0.6,10
520,63680,27/01/2021 09:00,09:00:00,27,1,2021,27.5,18.9,60,SSE,14.8,0.0/3h,3h,5,5,0.6,10
612,63680,27/01/2021 06:00,06:00:00,27,1,2021,20,18.9,91,CAL,0,0.0/24h,24h,2,NA,0.3,3
711,63680,08/01/2021 06:00,06:00:00,8,1,2021,21,18.9,91,CAL,0,0.0/24h,24h,4,4,0.3,4
811,63680,04/01/2021 15:00,15:00:00,4,1,2021,24.6,18.9,72,SSE,7.4,0.0/3h,3h,3,3,0.6,10
911,63680,04/01/2021 06:00,06:00:00,4,1,2021,26.2,18.9,65,SW,11.1,0.0/24h,24h,4,4,0.6,10
1011,63680,03/01/2021 15:00,15:00:00,3,1,2021,24.4,18.9,72,S,7.4,0.0/3h,3h,4,4,0.6,20
1111,63680,03/01/2021 12:00,12:00:00,3,1,2021,26.2,18.9,65,SW,11.1,0.0/6h,6h,4,4,0.6,10
1211,63680,03/01/2021 09:00,09:00:00,3,1,2021,24.5,18.9,76,W,7.4,0.0/3h,3h,6,4,0.6,10
1311,63680,02/01/2021 09:00,09:00:00,2,1,2021,22,18.9,83,CAL,0,0.0/3h,3h,7,5,0.3,9
1411,63680,02/01/2021 06:00,06:00:00,2,1,2021,20,18.9,91,CAL,0,14.0/24h,24h,7,4,0.3,4
1511,63680,01/01/2021 09:00,09:00:00,1,1,2021,23,18.9,80,WSW,7.4,0.0/3h,3h,8,4,0.3,10
